"STATION","NAME","DATE","TAVG"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-08","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-10","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-11","8.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-12","4.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-01","0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-02","1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-03","5.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-04","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-05","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-06","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-07","26.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-08","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-09","19.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-10","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-11","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1966-12","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-01","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-02","-1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-03","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-04","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-05","12.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-06","22.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-07","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-08","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-09","19.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-10","14.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-11","5.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1967-12","3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-01","-2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-02","-1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-03","6.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-04","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-05","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-06","20.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-07","25.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-09","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-10","15.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-11","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1968-12","1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-01","-0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-02","0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-03","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-04","13.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-05","18.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-06","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-07","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-08","25.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-09","20.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-10","14.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-11","8.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1969-12","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-01","-3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-02","0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-03","3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-04","11.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-05","17.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-06","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-08","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-09","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-10","14.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-11","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1970-12","1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-01","-2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-02","1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-03","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-04","10.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-05","16.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-06","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-09","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-10","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-11","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1971-12","4.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-01","1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-02","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-03","4.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-04","10.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-05","17.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-06","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-08","24.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-09","20.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-10","11.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-11","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1972-12","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-01","1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-02","0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-03","8.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-04","11.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-05","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-06","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-07","25.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-08","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-09","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-10","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-11","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1973-12","3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-01","1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-02","-0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-03","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-04","12.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-05","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-06","20.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-08","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-09","19.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-10","12.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-11","9.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1974-12","4.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-01","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-02","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-03","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-04","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-05","18.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-06","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-07","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-08","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-09","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-10","15.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-11","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1975-12","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-01","-2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-02","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-03","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-04","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-05","15.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-06","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-07","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-08","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-09","19.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-10","11.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-11","5.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1976-12","-1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-01","-5.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-02","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-03","8.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-04","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-05","18.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-06","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-07","26.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-08","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-10","12.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-11","8.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1977-12","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-01","-2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-02","-2.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-03","3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-04","10.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-05","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-06","21.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-07","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-09","18.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-10","12.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-11","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1978-12","3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-01","0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-02","-3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-03","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-04","11.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-05","18.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-06","20.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-07","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-08","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-09","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-10","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-11","11.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1979-12","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-01","0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-02","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-03","5.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-04","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-05","18.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-06","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-07","26.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-08","26.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-09","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-10","12.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-11","7.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1980-12","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-01","-3.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-02","4.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-03","5.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-04","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-05","18.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-06","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-07","25.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-09","19.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-10","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-11","8.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1981-12","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-01","-3.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-02","1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-03","5.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-04","10.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-05","17.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-06","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-07","25.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-08","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-09","20.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-10","14.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-11","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1982-12","6.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-01","1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-02","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-03","6.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-04","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-05","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-06","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-07","26.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-08","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-09","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-10","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-11","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1983-12","1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-01","-1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-02","4.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-03","2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-04","11.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-05","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-06","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-07","23.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-08","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-09","18.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-10","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-11","8.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1984-12","6.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-01","-1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-02","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-03","7.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-04","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-05","18.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-06","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-07","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-08","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-09","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-10","15.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-11","10.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1985-12","1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-01","1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-02","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-03","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-04","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-05","18.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-06","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-07","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-08","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-09","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-10","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-11","7.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1986-12","3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-01","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-02","0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-03","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-04","11.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-05","17.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-06","22.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-07","25.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-08","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-09","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-10","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-11","8.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1987-12","4.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-01","-1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-02","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-03","6.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-04","10.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-05","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-06","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-07","26.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-08","26.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-10","11.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-11","9.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1988-12","2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-01","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-02","1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-03","5.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-04","11.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-05","16.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-06","22.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-07","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-08","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-09","20.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-10","14.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-11","7.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1989-12","-3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-01","5.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-02","4.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-03","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-04","11.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-05","15.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-06","22.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-07","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-08","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-10","16.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-11","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1990-12","5.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-01","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-02","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-03","7.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-04","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-05","20.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-06","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-08","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-10","14.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-11","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1991-12","4.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-01","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-02","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-03","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-04","10.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-05","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-06","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-07","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-08","22.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-10","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-11","8.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1992-12","3.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-01","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-02","-0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-03","4.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-04","11.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-05","18.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-06","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-07","26.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-08","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-10","13.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-11","9.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1993-12","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-01","-3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-02","-0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-03","4.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-04","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-05","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-06","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-07","26.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-08","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-09","19.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-10","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-11","11.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1994-12","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-01","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-02","-0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-03","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-04","11.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-05","16.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-06","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-07","26.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-08","25.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-10","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-11","6.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1995-12","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-01","-0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-02","1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-03","3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-04","11.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-05","16.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-06","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-07","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-08","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-09","20.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-10","13.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-11","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1996-12","5.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-01","0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-02","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-03","5.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-04","10.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-05","15.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-06","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-07","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-08","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-09","19.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1997-10","13.7"
