Provincia	Código INE	Nombre del Municipio	Nº de conatos	Nº de incendios	Total conatos + incendios	Superficie arbolada (ha)	Superficie desarbola (ha)	Superficie forestal total (ha)	Superficie total del Municipio 	
	26164	Ventrosa	1	0	1	0	0.44	0.44	7,287.05	
	26165	Viguera	0	8	8	0.78	2.11	2.89	4,169.23	
	26166	Villalba de Rioja	0	3	3	0	1.2	1.2	895.23	
	26167	Villalobar de Rioja	1	0	1	0.4	0.1	0.5	1,093.53	
	26168	Villamediana de Iregua	0	9	9	0.45	1.56	2.01	2,044.33	
	26169	Villanueva de Cameros	0	0	0	0	0	0	1,842.81	
	26170	El Villar de Arnedo	2	7	9	0.2	10.12	10.32	1,823.34	
	26171	Villar de Torre	0	3	3	0	6.21	6.21	1,198.41	
	26172	Villarejo	0	0	0	0	0	0	637.60	
	26173	Villarroya	2	0	2	0.01	0.25	0.26	1,176.01	
	26174	Villarta-Quintana	0	0	0	0	0	0	2,470.71	
	26175	Villavelayo	1	0	1	0	0.1	0.1	8,899.94	
	26176	Villaverde de Rioja	1	0	1	0	0.01	0.01	586.17	
	26177	Villoslada de Cameros	1	0	1	0	0.01	0.01	9,463.12	
	26178	Viniegra de Abajo	1	0	1	0.47	0	0.47	6,562.55	
	26179	Viniegra de Arriba	2	0	2	0	0.6	0.6	3,842.98	
	26180	Zarratón	2	0	2	0	0.58	0.58	1,867.64	
	26181	Zarzosa	0	0	0	0	0	0	1,828.02	
	26183	Zorraquín	1	0	1	0	0.11	0.11	643.27	
	53056	Mancomunidad de Nalda, Sorzano y Viguera	0	0	0	0	0	0	1,740.85	
Total La Rioja									504,133.30	
Las Palmas	35001	Agaete	8	0	8	0.17	0.92	1.09	4,452.34	
	35002	Agüimes	5	8	13	0.2	22.5	22.7	7,873.21	
	35003	Antigua	0	0	0	0	0	0	24,943.01	
	35004	Arrecife	0	0	0	0	0	0	2,401.18	
	35005	Artenara	3	23	26	19.46	94.57	114.03	6,637.60	
	35006	Arucas	11	0	11	0	1	1	3,273.22	
	35007	Betancuria	0	0	0	0	0	0	10,337.18	
	35008	Firgas	3	15	18	0.01	7.66	7.67	1,601.63	
	35009	Gáldar	6	29	35	4.94	59.76	64.7	6,238.84	
	35010	Haría	0	0	0	0	0	0	10,635.12	
	35011	Ingenio	5	23	28	0.8	97.68	98.48	3,903.69	
	35012	Mogán	9	1	10	1769.84	3539.02	5308.86	17,121.76	
	35013	Moya	5	28	33	28.8	16.33	45.13	3,216.99	
	35014	La Oliva	0	0	0	0	0	0	35,718.36	
	35015	Pájara	0	0	0	0	0	0	38,445.77	
	35016	Las Palmas de Gran Canaria	18	33	51	2.11	49.47	51.58	10,321.64	
	35017	Puerto del Rosario	0	0	0	0	0	0	29,095.77	
	35018	San Bartolomé	0	0	0	0	0	0	4,092.47	
	35019	San Bartolomé de Tirajana	25	96	121	2882.6	5916.42	8799.02	33,232.35	
	35020	La Aldea de San Nicolás	4	5	9	347.82	369.13	716.95	12,352.58	
	35021	Santa Brígida	10	15	25	0	4.97	4.97	2,381.42	
	35022	Santa Lucía de Tirajana	2	27	29	0.26	27.97	28.23	6,243.95	
	35023	Santa María de Guía	7	22	29	0.71	25.04	25.75	4,257.47	
	35024	Teguise	0	0	0	0	0	0	26,181.95	
	35025	Tejeda	12	35	47	1756.5	2228.17	3984.67	10,379.06	
	35026	Telde	9	35	44	0.01	42.67	42.68	10,023.51	
	35027	Teror	17	27	44	0	10.76	10.76	2,578.85	
	35028	Tías	0	0	0	0	0	0	6,421.47	
	35029	Tinajo	0	0	0	0	0	0	13,468.93	
	35030	Tuineje	0	0	0	0	0	0	27,599.31	
	35031	Valsequillo	7	15	22	1.31	4.28	5.59	3,877.27	
	35032	Valleseco	3	29	32	115.12	55.92	171.04	2,211.30	
	35033	Vega de San Mateo	13	57	70	86.93	185.51	272.44	3,818.62	
	35034	Yaiza	0	0	0	0	0	0	21,266.48	
Total Las Palmas									406,604.33	
Leon	24001	Acebedo	1	12	13	0.05	21.13	21.18	5,017.52	
	24002	Algadefe	0	4	4	1	3.15	4.15	1,533.30	
	24003	Alija del Infantado	1	9	10	23.1	16.56	39.66	5,234.40	
	24004	Almanza	5	32	37	319.15	226.42	545.57	14,197.26	
	24005	La Antigua	1	3	4	3	9.85	12.85	5,472.65	
	24006	Ardàn	2	18	20	28.45	83.49	111.94	4,866.98	
	24007	Arganza	12	57	69	45.26	83.68	128.94	4,004.46	
	24008	Astorga	3	24	27	16.65	144.01	160.66	4,681.71	
	24009	Balboa	6	80	86	103.25	2357.79	2461.04	5,112.79	
	24010	La Bañeza	1	5	6	24.56	16.39	40.95	1,972.68	
	24011	Barjas	2	60	62	218.9	2072.55	2291.45	5,780.05	
	24012	Los Barrios de Luna	1	23	24	155.12	355.37	510.49	9,434.48	
	24014	Bembibre	9	73	82	46.91	244.09	291	6,349.22	
	24015	Benavides	3	48	51	108.68	230.67	339.35	7,412.05	
	24016	Benuza	15	206	221	1252.38	8969.18	10221.56	17,315.79	
	24017	Bercianos del Páramo	0	2	2	0	5.83	5.83	3,510.40	
	24018	Bercianos del Real Camino	0	2	2	9.3	3.68	12.98	3,423.80	
	24019	Berlanga del Bierzo	3	25	28	43	47.29	90.29	2,792.23	
	24020	Boca de Huérgano	7	32	39	91.31	400.79	492.1	29,160.95	
	24021	Boñar	5	38	43	4.53	62.12	66.65	18,063.63	
	24022	Borrenes	9	53	62	40.35	225.56	265.91	3,643.13	
	24023	Brazuelo	10	43	53	97.45	372.85	470.3	9,821.62	
	24024	El Burgo Ranero	1	5	6	1	5.24	6.24	9,834.46	
	24025	Buràn	2	25	27	0.42	96.56	96.98	15,769.82	
	24026	Bustillo del Páramo	0	0	0	0	0	0	7,180.80	
	24027	Cabañas Raras	12	33	45	7.05	42	49.05	1,914.04	
	24028	Cabreros del Río	0	2	2	1.3	2.9	4.2	2,477.85	
	24029	Cabrillanes	9	57	66	3	364.57	367.57	17,059.10	
	24030	Cacabelos	24	83	107	26.31	242.87	269.18	3,271.35	
	24031	Calzada del Coto	0	10	10	9.64	19.7	29.34	5,603.11	
	24032	Campazas	0	0	0	0	0	0	2,088.30	
	24033	Campo de Villavidel	0	2	2	0	1.2	1.2	1,397.19	
	24034	Camponaraya	12	24	36	19.05	29.86	48.91	2,917.05	
	24036	Candín	4	88	92	167.19	1070.15	1237.34	14,111.93	
	24037	Cármenes	2	39	41	12.83	1081.47	1094.3	15,426.65	
	24038	Carracedelo	3	47	50	6.8	64.67	71.47	3,248.01	
	24039	Carrizo	3	24	27	31.83	24.36	56.19	4,187.16	
	24040	Carrocera	8	15	23	43.13	110.21	153.34	6,601.46	
	24041	Carucedo	4	18	22	3.14	10.82	13.96	3,505.42	
	24042	Castilfalé	0	1	1	0	25	25	2,590.40	
	24043	Castrillo de Cabrera	4	58	62	241.1	2100.09	2341.19	11,602.50	
	24044	Castrillo de la Valduerna	1	8	9	677.26	285.44	962.7	2,353.01	
	24046	Castrocalbàn	1	23	24	329.62	182.05	511.67	8,836.71	
	24047	Castrocontrigo	10	105	115	4325.36	1355.57	5680.93	19,466.71	
	24049	Castropodame	17	89	106	427.3	1366.02	1793.32	5,967.29	
	24050	Castrotierra de Valmadrigal	0	4	4	3.35	31.2	34.55	2,350.67	
	24051	Cea	0	8	8	7	11.64	18.64	11,232.65	
	24052	Cebanico	3	11	14	35.83	8.92	44.75	8,974.42	
	24053	Cebrones del Río	1	6	7	15.8	18.08	33.88	2,122.51	
	24054	Cimanes de la Vega	1	10	11	9.45	5.92	15.37	2,604.63	
	24055	Cimanes del Tejar	0	19	19	98.77	63.48	162.25	7,397.63	
	24056	Cistierna	4	23	27	90.41	29.24	119.65	9,760.40	
	24057	Congosto	15	34	49	33.25	53.28	86.53	3,685.69	
	24058	Corbillos de los Oteros	0	0	0	0	0	0	3,180.48	
	24059	Corullàn	16	124	140	109.46	1254	1363.46	7,839.59	
	24060	Crémenes	4	22	26	344.75	396.06	740.81	15,312.09	
	24061	Cuadros	11	48	59	23.64	69.98	93.62	10,974.95	
	24062	Cubillas de los Oteros	0	0	0	0	1	1	1,248.39	
	24063	Cubillas de Rueda	13	32	45	64.6	87.81	152.41	8,682.03	
	24064	Cubillos del Sil	16	59	75	235.68	246.13	481.81	5,347.77	
	24065	Chozas de Abajo	3	13	16	17.48	58.09	75.57	10,041.54	
	24066	Destriana	1	15	16	642.56	550.29	1192.85	5,626.21	
	24067	Encinedo	3	250	253	435.81	5710.63	6146.44	19,528.96	
	24068	La Ercina	2	23	25	17.47	69.88	87.35	10,502.96	
	24069	Escobar de Campos	0	0	0	0	0	0	1,713.89	
	24070	Fabero	27	118	145	77.67	563.84	641.51	5,454.39	
	24071	Folgoso de la Ribera	6	58	64	40.83	176.42	217.25	6,933.10	
	24073	Fresno de la Vega	1	5	6	8.96	11.51	20.47	1,514.26	
	24074	Fuentes de Carbajal	0	0	0	0	5.99	5.99	3,213.60	
	24076	Garrafe de Torío	1	20	21	214.94	83.42	298.36	12,530.27	
	24077	Gordaliza del Pino	3	0	3	0.03	0.99	1.02	2,731.80	
	24078	Gordoncillo	0	5	5	3.18	5.4	8.58	2,336.75	
	24079	Gradefes	4	53	57	65.68	182.97	248.65	20,587.71	
	24080	Grajal de Campos	1	3	4	0	24.24	24.24	2,536.99	
	24081	Gusendos de los Oteros	0	0	0	1	1	2	2,468.36	
	24082	Hospital de Órbigo	0	5	5	5.37	2	7.37	458.57	
	24083	Igüeña	1	65	66	320.51	852.67	1173.18	20,630.08	
	24084	Izagre	0	3	3	7.67	38.45	46.12	4,423.56	
	24086	Joarilla de las Matas	1	5	6	9.8	3.89	13.69	5,146.74	
	24087	Laguna Dalga	0	0	0	0	0	0	3,842.56	
	24088	Laguna de Negrillos	0	1	1	0.1	4.7	4.8	7,183.10	
	24089	León	2	14	16	5.9	37.96	43.86	3,904.69	
	24090	Lucillo	6	99	105	199.2	2320.91	2520.11	16,509.41	
	24091	Luyego	8	51	59	1995.51	922.91	2918.42	13,244.03	
	24092	Llamas de la Ribera	3	44	47	282.94	223.81	506.75	5,991.66	
	24093	Magaz de Cepeda	1	32	33	122.58	746.78	869.36	7,270.10	
	24094	Mansilla de las Mulas	4	9	13	2.73	5.87	8.6	3,536.28	
	24095	Mansilla Mayor	2	0	2	0.06	0.82	0.88	1,448.71	
	24096	Maraña	2	6	8	0.05	19.12	19.17	3,356.76	
	24097	Matadeón de los Oteros	0	0	0	0	0	0	4,644.54	
	24098	Matallana de Torío	3	38	41	210.45	228.16	438.61	7,347.21	
	24099	Matanza	0	0	0	0	0	0	5,359.15	
	24100	Molinaseca	7	35	42	125.93	444.37	570.3	7,973.04	
	24101	Murias de Paredes	4	51	55	138	1515.22	1653.22	20,236.20	
	24102	Noceda del Bierzo	7	61	68	156.42	210.75	367.17	7,222.35	
	24103	Oencia	5	77	82	192.74	2325.69	2518.43	9,808.34	
	24104	Las Omañas	3	19	22	30.35	239.5	269.85	3,251.24	
	24105	Onzonilla	0	4	4	0	30.84	30.84	2,178.33	
	24106	Oseja de Sajambre	2	11	13	6.1	63.1	69.2	7,330.47	
	24107	Pajares de los Oteros	0	5	5	1.9	4.06	5.96	6,183.54	
	24108	Palacios de la Valduerna	2	15	17	1.77	49.16	50.93	2,043.36	
	24109	Palacios del Sil	14	63	77	175.81	1936.6	2112.41	18,160.78	
	24110	Páramo del Sil	14	99	113	65.76	1288.72	1354.48	19,040.57	
	24112	Peranzanes	7	106	113	445.38	3896.31	4341.69	11,771.31	
	24113	Pobladura de Pelayo García	0	0	0	0	0	0	2,017.80	
	24114	La Pola de Gordón	13	83	96	295.14	808.61	1103.75	15,770.16	
	24115	Ponferrada	54	290	344	680.26	2567.12	3247.38	28,353.99	
	24116	Posada de Valdeón	0	15	15	0.01	243.7	243.71	16,447.07	
	24117	Pozuelo del Páramo	0	0	0	0	1.71	1.71	3,624.92	
	24118	Prado de la Guzpeña	1	10	11	1.25	12.15	13.4	2,293.63	
	24119	Priaranza del Bierzo	1	18	19	26.4	13.64	40.04	3,373.55	
	24120	Prioro	3	11	14	1.27	11.19	12.46	4,897.51	
	24121	Puebla de Lillo	6	29	35	12.5	162.06	174.56	17,141.68	
	24122	Puente de Domingo Flórez	2	43	45	85.95	625.49	711.44	5,927.67	
	24123	Quintana del Castillo	9	88	97	377.2	933.02	1310.22	15,582.62	
	24124	Quintana del Marco	0	5	5	32.45	4	36.45	2,339.11	
	24125	Quintana y Congosto	5	39	44	3328.48	562.02	3890.5	8,859.42	
	24127	Regueras de Arriba	1	2	3	0.51	1.54	2.05	1,135.69	
	24129	Reyero	0	7	7	2	33.34	35.34	2,620.15	
	24130	Riaño	6	15	21	0.55	83.55	84.1	9,762.34	
	24131	Riego de la Vega	0	5	5	17.9	36.63	54.53	3,542.09	
	24132	Riello	6	77	83	322.44	2028.47	2350.91	23,610.14	
	24133	Rioseco de Tapia	5	15	20	13.4	42.37	55.77	7,223.02	
	24134	La Robla	5	68	73	450.41	265.1	715.51	8,525.05	
	24136	Roperuelos del Páramo	2	8	10	109.54	21.71	131.25	5,449.34	
	24137	Sabero	2	20	22	35.27	49.11	84.38	2,494.06	
	24139	Sahagén	1	12	13	17.2	21.74	38.94	12,362.49	
	24141	San Adrián del Valle	0	0	0	0	0	0	1,584.11	
	24142	San Andrés del Rabanedo	3	31	34	76.29	297.88	374.17	6,486.90	
	24143	Sancedo	1	12	13	0.46	2.26	2.72	3,104.17	
	24144	San Cristóbal de la Polantera	1	4	5	5.37	0.57	5.94	2,457.26	
	24145	San Emiliano	3	64	67	49.42	1029.84	1079.26	21,088.34	
	24146	San Esteban de Nogales	2	7	9	9.89	6.44	16.33	3,226.52	
	24148	San Justo de la Vega	5	6	11	5.8	7.55	13.35	4,842.24	
	24149	San Millán de los Caballeros	1	6	7	0.51	7.11	7.62	2,470.37	
	24150	San Pedro Bercianos	0	0	0	0	1	1	2,352.63	
	24151	Santa Colomba de Curueño	0	10	10	1.52	6.04	7.56	9,196.81	
	24152	Santa Colomba de Somoza	9	69	78	95.29	529.72	625.01	17,928.51	
	24153	Santa Cristina de Valmadrigal	0	0	0	0	0	0	4,002.73	
	24154	Santa Elena de Jamuz	1	14	15	23.57	28.11	51.68	6,238.48	
	24155	Santa María de la Isla	0	1	1	23.79	0	23.79	1,275.69	
	24156	Santa María del Monte de Cea	0	4	4	2.81	5.74	8.55	9,222.04	
	24157	Santa María del Páramo	0	1	1	0	1	1	2,008.86	
	24158	Santa María de Ordás	3	32	35	38.2	275.24	313.44	4,560.97	
	24159	Santa Marina del Rey	0	16	16	43.62	15.45	59.07	4,563.82	
	24160	Santas Martas	2	13	15	8.79	58.7	67.49	11,881.87	
	24161	Santiago Millas	2	11	13	1.25	32.81	34.06	3,972.41	
	24162	Santovenia de la Valdoncina	0	15	15	0.82	145.42	146.24	3,028.24	
	24163	Sariegos	8	28	36	28.68	53.95	82.63	3,636.81	
	24164	Sena de Luna	4	80	84	21.02	688.47	709.49	14,780.43	
	24165	Sobrado	2	39	41	20.42	216.06	236.48	4,101.37	
	24166	Soto de la Vega	0	6	6	40.88	7.24	48.12	2,359.38	
	24167	Soto y Amío	1	32	33	52.3	201.22	253.52	6,922.84	
	24168	Toral de los Guzmanes	0	5	5	0	4.03	4.03	2,111.25	
	24169	Toreno	7	74	81	62.66	311.45	374.11	10,365.37	
	24170	Torre del Bierzo	13	71	84	131.91	500.36	632.27	11,941.52	
	24171	Trabadelo	13	204	217	99.35	2783.19	2882.54	6,980.97	
	24172	Truchas	8	199	207	203.55	5797.21	6000.76	30,173.39	
	24173	Turcia	3	9	12	70.45	87.6	158.05	3,200.86	
	24174	Urdiales del Páramo	0	1	1	0	7.2	7.2	3,285.83	
	24175	Valdefresno	6	28	34	293.25	274.86	568.11	10,256.48	
	24176	Valdefuentes del Páramo	0	0	0	0	0	0	2,418.71	
	24177	Valdelugueros	4	18	22	2	178.25	180.25	14,349.64	
	24178	Valdemora	1	3	4	0.4	15.97	16.37	1,340.54	
	24179	Valdepiélago	4	16	20	1.4	378.78	380.18	5,681.82	
	24180	Valdepolo	5	13	18	11.21	16.49	27.7	14,254.26	
	24181	Valderas	0	1	1	0.01	0.99	1	9,964.82	
	24182	Valderrey	2	19	21	13.6	76.4	90	6,027.60	
	24183	Valderrueda	4	38	42	79.72	170.7	250.42	16,075.79	
	24184	Valdesamario	2	24	26	42.96	237.09	280.05	6,177.66	
	24185	Val de San Lorenzo	0	5	5	2.4	3.25	5.65	4,953.47	
	24187	Valdevimbre	1	5	6	3.67	2.64	6.31	6,803.98	
	24188	Valencia de Don Juan	7	39	46	106.27	25.7	131.97	5,851.45	
	24189	Valverde de la Virgen	5	29	34	1.75	116.11	117.86	6,365.82	
	24190	Valverde-Enrique	0	2	2	0.05	15.56	15.61	3,590.21	
	24191	Vallecillo	0	0	0	0	0	0	2,336.11	
	24193	La Vecilla	4	6	10	9.37	77.67	87.04	4,429.90	
	24194	Vegacervera	7	42	49	97.88	355.84	453.72	3,489.58	
	24196	Vega de Espinareda	22	112	134	274.23	1397.54	1671.77	13,221.28	
	24197	Vega de Infanzones	0	3	3	0.5	14.9	15.4	2,080.37	
	24198	Vega de Valcarce	10	104	114	129.98	1398.56	1528.54	6,943.84	
	24199	Vegaquemada	6	18	24	12.3	29.79	42.09	7,296.26	
	24201	Vegas del Condado	6	31	37	315.74	121.15	436.89	12,292.17	
	24202	Villablino	15	110	125	222.76	1777.78	2000.54	22,846.61	
	24203	Villabraz	0	1	1	3	1.19	4.19	3,698.22	
	24205	Villadangos del Páramo	1	13	14	21.75	81.65	103.4	4,495.13	
	24206	Toral de los Vados	7	24	31	3	107.78	110.78	2,416.71	
	24207	Villademor de la Vega	0	8	8	0.5	21.73	22.23	1,663.55	
	24209	Villafranca del Bierzo	16	194	210	281.68	3032.94	3314.62	17,766.75	
	24210	Villagatón	10	117	127	24.76	1733.14	1757.9	16,720.53	
	24211	Villamandos	0	7	7	77.31	13.74	91.05	1,623.80	
	24212	Villamañán	1	24	25	24.83	99.81	124.64	5,782.21	
	24213	Villamartín de Don Sancho	0	3	3	0.25	1.5	1.75	3,165.64	
	24214	Villamejil	2	31	33	54.34	169.56	223.9	7,903.37	
	24215	Villamol	2	7	9	43.48	23.87	67.35	3,962.50	
	24216	Villamontán de la Valduerna	0	13	13	43.61	62.18	105.79	5,701.78	
	24217	Villamoratiel de las Matas	1	0	1	0	0.35	0.35	3,722.97	
	24218	Villanueva de las Manzanas	0	7	7	18.14	5.51	23.65	3,189.65	
	24219	Villaobispo de Otero	4	10	14	2.9	85.76	88.66	3,181.61	
	24221	Villaquejida	1	9	10	38.8	11.13	49.93	5,344.24	
	24222	Villaquilambre	9	34	43	90.37	88.44	178.81	5,270.80	
	24223	Villarejo de Órbigo	2	6	8	8.3	2.32	10.62	3,626.86	
	24224	Villares de Ërbigo	1	3	4	4.8	0.6	5.4	2,586.85	
	24225	Villasabariego	3	16	19	26.4	53.23	79.63	5,980.08	
	24226	Villaselán	1	4	5	8.98	4.1	13.08	5,651.25	
	24227	Villaturiel	4	11	15	27.5	19.35	46.85	5,703.38	
	24228	Villazala	1	2	3	2.5	0.8	3.3	4,544.32	
	24229	Villazanzo de Valderaduey	2	10	12	29.94	18.4	48.34	14,585.89	
	24230	Zotes del Páramo	0	0	0	0	0	0	5,396.55	
	24901	Villamanín	10	97	107	61.19	1686.77	1747.96	17,632.96	
	24902	Villaornate y Castro	0	4	4	22.21	12.33	34.54	4,829.60	
	53051	Comunidad de Castrotierra de la Valduerna	0	0	0	0	0	0	65.14	
	53052	Foncabada	0	0	0	0	0	0	894.83	
	53053	Comunidad de Soto de la Vega y Villazala	0	0	0	0	0	0	39.79	
	53054	Mancomunidad de Villagatón y Quintana del Castillo	0	0	0	0	0	0	69.51	
Total Leon									1,559,114.16	
Lleida	25001	Abella de la Conca	2	1	3	0.51	4.4	4.91	7,837.09	
	25002	Àger	10	1	11	21.01	27.71	48.72	16,132.66	
	25003	Agramunt	1	3	4	47.7	65.72	113.42	7,959.29	
	25004	Els Alamés	0	1	1	0	1.5	1.5	2,043.13	
	25005	Alàs i Cerc	1	2	3	1	1.51	2.51	5,776.90	
	25006	L'Albagés	1	10	11	0.6	4.02	4.62	2,616.16	
	25007	Albatàrrec	2	0	2	0	0.25	0.25	1,076.77	
	25008	Albesa	2	8	10	30.24	15.12	45.36	3,752.10	
	25009	L'Albi	0	7	7	0.2	1.76	1.96	3,277.57	
	25010	Alcanà	1	0	1	0	0.03	0.03	2,129.88	
	25011	Alcarràs	4	9	13	4.86	10.71	15.57	11,478.66	
	25012	Alcoletge	1	7	8	4.97	5.09	10.06	1,643.20	
	25013	Alfarràs	2	4	6	12.35	9.78	22.13	1,152.44	
	25014	Alfés	1	3	4	0	2.85	2.85	3,216.46	
	25015	Algerri	1	6	7	25.8	8.09	33.89	5,419.90	
	25016	Alguaire	0	3	3	0.34	15.22	15.56	5,032.44	
	25017	Alins	0	7	7	36.9	19.88	56.78	18,451.06	
	25019	Almacelles	7	0	7	0.12	0.7	0.82	4,892.36	
	25020	Almatret	0	9	9	31.16	2.26	33.42	5,656.37	
	25021	Almenar	5	18	23	75.11	18.5	93.61	6,656.08	
	25022	Alòs de Balaguer	0	5	5	112.2	94.71	206.91	6,883.81	
	25023	Alpicat	0	5	5	8.9	1.51	10.41	1,527.37	
	25024	Alt Àneu	0	10	10	8.52	90.67	99.19	21,816.26	
	25025	Naut Aran	0	6	6	25.25	341.25	366.5	25,555.19	
	25027	Anglesola	0	0	0	0	0	0	2,374.68	
	25029	Arbeca	7	1	8	0.15	16.34	16.49	5,833.08	
	25030	El Pont de Bar	1	13	14	5.1	4.22	9.32	4,346.99	
	25031	Arres	0	0	0	0	0	0	1,160.33	
	25032	Arséguel	0	0	0	0	0	0	1,056.68	
	25033	Artesa de Lleida	4	0	4	0	1.24	1.24	2,406.36	
	25034	Artesa de Segre	7	26	33	31.95	22.85	54.8	17,706.27	
	25035	La Sentiu de Sió	3	17	20	12.08	28.23	40.31	2,973.66	
	25036	Aspa	0	0	0	0	0	0	1,007.30	
	25037	Les Avellanes i Santa Linya	3	4	7	33.15	20.75	53.9	10,409.52	
	25038	Aitona	4	15	19	12.53	16.38	28.91	6,738.55	
	25039	Baix Pallars	2	8	10	179.8	162.96	342.76	12,905.52	
	25040	Balaguer	2	22	24	5.99	40.02	46.01	5,726.14	
	25041	Barbens	0	0	0	0	0	0	764.92	
	25042	La Baronia de Rialb	1	14	15	9.73	5.71	15.44	14,454.92	
	25043	La Vall de Boí	1	17	18	2.85	16.04	18.89	22,084.28	
	25044	Bassella	2	11	13	111.15	0.79	111.94	7,081.04	
	25045	Bausen	1	10	11	94.98	391.05	486.03	1,760.37	
	25046	Belianes	1	1	2	0	1.36	1.36	1,584.02	
	25047	Bellcaire d'Urgell	0	0	0	3.39	4.99	8.38	3,118.90	
	25048	Bell-lloc d'Urgell	0	0	0	0	0	0	3,512.94	
	25049	Bellmunt d'Urgell	0	1	1	0	3.1	3.1	498.97	
	25050	Bellpuig	0	0	0	1.12	0	1.12	3,519.36	
	25051	Bellver de Cerdanya	2	7	9	0.01	3.28	3.29	9,808.84	
	25052	Bellvís	1	0	1	0	0.01	0.01	4,680.22	
	25053	Benavent de Segrià	0	0	0	0	0	0	760.12	
	25055	Biosca	0	6	6	1.01	10.01	11.02	6,621.53	
	25056	Bovera	2	0	2	0.01	0.01	0.02	3,326.76	
	25057	Es Bòrdes	0	0	0	0	0	0	2,149.92	
	25058	Les Borges Blanques	0	4	4	0.79	3.02	3.81	6,176.51	
	25059	Bossòst	0	3	3	28.1	297.8	325.9	2,788.93	
	25060	Cabanabona	0	4	4	110.9	70.91	181.81	1,437.01	
	25061	Cabó	4	0	4	20.42	0.02	20.44	7,945.76	
	25062	Camarasa	4	21	25	7.33	20.03	27.36	15,685.83	
	25063	Canejan	0	4	4	23.6	78.6	102.2	4,853.49	
	25064	Castellar de la Ribera	3	9	12	8.17	0.23	8.4	6,041.72	
	25067	Castelldans	0	11	11	2	27.76	29.76	6,442.17	
	25068	Castellnou de Seana	0	0	0	0	0	0	1,635.01	
	25069	Castelló de Farfanya	2	11	13	7.27	14.57	21.84	5,279.78	
	25070	Castellserà	0	0	0	0	0	0	1,588.62	
	25071	Cava	0	1	1	0	6.87	6.87	4,175.02	
	25072	Cervera	4	31	35	20.8	39.87	60.67	5,520.73	
	25073	Cervià de les Garrigues	6	16	22	4.97	3.82	8.79	3,409.63	
	25074	Ciutadilla	3	5	8	0.01	2.17	2.18	1,649.29	
	25075	Clariana de Cardener	6	0	6	17.15	0.1	17.25	4,082.49	
	25076	El Cogul	1	5	6	0.1	2.26	2.36	1,749.92	
	25077	Coll de Nargó	2	12	14	39.55	35.05	74.6	15,399.52	
	25078	Corbins	3	17	20	22.28	4.93	27.21	2,137.61	
	25079	Cubells	0	3	3	1.1	7.03	8.13	3,954.79	
	25081	L'Espluga Calba	2	9	11	12.75	15.87	28.62	2,149.13	
	25082	Espot	1	8	9	0.55	10.22	10.77	9,755.80	
	25085	Estaràs	0	1	1	20	0	20	2,114.13	
	25086	Esterri d'Àneu	1	0	1	0	0.22	0.22	857.05	
	25087	Esterri de Cardós	0	0	0	0	0	0	1,653.46	
	25088	Estamariu	2	1	3	0	1.48	1.48	2,146.33	
	25089	Farrera	2	3	5	2.36	2.3	4.66	6,352.49	
	25092	La Floresta	0	4	4	0.06	4.92	4.98	562.53	
	25093	Fondarella	0	0	0	0	0	0	536.03	
	25094	Foradada	5	0	5	0	0.79	0.79	2,870.20	
	25096	La Fuliola	0	0	0	0	0	0	1,117.69	
	25097	Fulleda	2	2	4	0.17	1.33	1.5	1,636.65	
	25098	Gavet de la Conca	3	8	11	5.32	25.37	30.69	9,103.44	
	25099	Golmés	0	0	0	0	0	0	1,681.64	
	25100	Gósol	3	0	3	0.12	0	0.12	5,648.45	
	25101	La Granadella	0	14	14	1.72	0.41	2.13	8,668.26	
	25102	La Granja d'Escarp	11	26	37	182.76	1257.94	1440.7	3,847.00	
	25103	Granyanella	0	3	3	0	5.38	5.38	2,422.00	
	25104	Granyena de Segarra	0	2	2	0.02	1.52	1.54	1,645.03	
	25105	Granyena de les Garrigues	1	0	1	0.17	0	0.17	2,033.15	
	25109	Guimerà	2	6	8	1.1	5.38	6.48	2,575.12	
	25110	Guissona	0	1	1	1.36	0.22	1.58	1,821.90	
	25111	Guixers	1	5	6	2.33	1.11	3.44	6,540.47	
	25112	Ivars de Noguera	2	1	3	0	6.8	6.8	2,710.15	
	25113	Ivars d'Urgell	0	0	0	0	0	0	2,426.55	
	25114	Ivorra	0	0	0	0	0	0	1,532.96	
	25115	Isona i Conca Dellà	19	15	34	5.12	23.83	28.95	14,058.78	
	25118	Juncosa	8	25	33	15.23	3.8	19.03	7,717.76	
	25119	Juneda	1	0	1	0.5	0.4	0.9	4,741.27	
	25120	Lleida	34	40	74	8.8	23.32	32.12	21,230.29	
	25121	Les	0	3	3	40.8	167.19	207.99	2,339.73	
	25122	Linyola	0	0	0	0	0	0	2,882.28	
	25123	Lladorre	0	3	3	1.83	83.01	84.84	14,717.82	
	25124	Lladurs	7	0	7	0.01	0.76	0.77	12,963.50	
	25125	Llardecans	1	5	6	1.67	0.89	2.56	6,613.48	
	25126	Llavorsí	0	6	6	0.02	5.6	5.62	6,917.43	
	25127	Lles de Cerdanya	1	9	10	0.04	2.8	2.84	10,308.72	
	25128	Llimiana	0	1	1	1.2	0	1.2	4,098.00	
	25129	Llobera	2	0	2	0.07	0	0.07	3,898.04	
	25130	Maldà	1	3	4	0	1.32	1.32	3,166.46	
	25131	Massalcoreig	1	6	7	1.11	1.57	2.68	1,384.51	
	25132	Massoteres	1	4	5	19.07	75.62	94.69	2,640.86	
